EU	IT-SOUTH	20260303-1800	122.2400000000
EU	IT-SOUTH	20260303-1900	122.2400000000
EU	IT-SOUTH	20260303-2000	122.2400000000
EU	IT-SOUTH	20260303-2100	122.2400000000
EU	IT-SOUTH	20260303-2200	122.2400000000
EU	IT-SOUTH	20260303-2300	122.2400000000
EU	IT-Sardinia	20260303-0000	122.2400000000
EU	IT-Sardinia	20260303-0100	122.2400000000
EU	IT-Sardinia	20260303-0200	122.2400000000
EU	IT-Sardinia	20260303-0300	122.2400000000
EU	IT-Sardinia	20260303-0400	122.2400000000
EU	IT-Sardinia	20260303-0500	122.2400000000
EU	IT-Sardinia	20260303-0600	122.2400000000
EU	IT-Sardinia	20260303-0700	122.2400000000
EU	IT-Sardinia	20260303-0800	122.2400000000
EU	IT-Sardinia	20260303-0900	113.7700000000
EU	IT-Sardinia	20260303-1000	103.1300000000
EU	IT-Sardinia	20260303-1100	85.5000000000
EU	IT-Sardinia	20260303-1200	91.1400000000
EU	IT-Sardinia	20260303-1300	85.5000000000
EU	IT-Sardinia	20260303-1400	110.0800000000
EU	IT-Sardinia	20260303-1500	122.2400000000
EU	IT-Sardinia	20260303-1600	122.2400000000
EU	IT-Sardinia	20260303-1700	122.2400000000
EU	IT-Sardinia	20260303-1800	122.2400000000
EU	IT-Sardinia	20260303-1900	122.2400000000
EU	IT-Sardinia	20260303-2000	122.2400000000
EU	IT-Sardinia	20260303-2100	122.2400000000
EU	IT-Sardinia	20260303-2200	122.2400000000
EU	IT-Sardinia	20260303-2300	122.2400000000
EU	IT-Sicily	20260303-0000	122.2400000000
EU	IT-Sicily	20260303-0100	122.2400000000
EU	IT-Sicily	20260303-0200	122.2400000000
EU	IT-Sicily	20260303-0300	122.2400000000
EU	IT-Sicily	20260303-0400	122.2400000000
EU	IT-Sicily	20260303-0500	122.2400000000
EU	IT-Sicily	20260303-0600	122.2400000000
EU	IT-Sicily	20260303-0700	122.2400000000
EU	IT-Sicily	20260303-0800	122.2400000000
EU	IT-Sicily	20260303-0900	122.2400000000
EU	IT-Sicily	20260303-1000	122.2400000000
EU	IT-Sicily	20260303-1100	122.2400000000
EU	IT-Sicily	20260303-1200	122.2400000000
EU	IT-Sicily	20260303-1300	122.2400000000
EU	IT-Sicily	20260303-1400	122.2400000000
EU	IT-Sicily	20260303-1500	122.2400000000
EU	IT-Sicily	20260303-1600	122.2400000000
EU	IT-Sicily	20260303-1700	122.2400000000
EU	IT-Sicily	20260303-1800	122.2400000000
EU	IT-Sicily	20260303-1900	122.2400000000
EU	IT-Sicily	20260303-2000	122.2400000000
EU	IT-Sicily	20260303-2100	122.2400000000
EU	IT-Sicily	20260303-2200	122.2400000000
EU	IT-Sicily	20260303-2300	122.2400000000
EU	LT	20260303-0000	86.9400000000
EU	LT	20260303-0100	87.8300000000
EU	LT	20260303-0200	91.7300000000
EU	LT	20260303-0300	101.8400000000
EU	LT	20260303-0400	101.8600000000
EU	LT	20260303-0500	102.3300000000
EU	LT	20260303-0600	105.6100000000
EU	LT	20260303-0700	101.8600000000
EU	LT	20260303-0800	102.3300000000
EU	LT	20260303-0900	101.8600000000
EU	LT	20260303-1000	91.7300000000
EU	LT	20260303-1100	91.7300000000
EU	LT	20260303-1200	91.6800000000
EU	LT	20260303-1300	87.8700000000
EU	LT	20260303-1400	86.6900000000
EU	LT	20260303-1500	101.8600000000
EU	LT	20260303-1600	107.2200000000
EU	LT	20260303-1700	102.3300000000
EU	LT	20260303-1800	101.8600000000
EU	LT	20260303-1900	83.8200000000
EU	LT	20260303-2000	73.7600000000
EU	LT	20260303-2100	62.3200000000
EU	LT	20260303-2200	62.0600000000
EU	LT	20260303-2300	62.0500000000
EU	LV	20260303-0000	86.9400000000
EU	LV	20260303-0100	87.8300000000
EU	LV	20260303-0200	91.7300000000
EU	LV	20260303-0300	101.8400000000
EU	LV	20260303-0400	101.8600000000
EU	LV	20260303-0500	102.3300000000
EU	LV	20260303-0600	105.6100000000
EU	LV	20260303-0700	101.8600000000
EU	LV	20260303-0800	102.3300000000
EU	LV	20260303-0900	101.8600000000
EU	LV	20260303-1000	91.7300000000
EU	LV	20260303-1100	91.7300000000
EU	LV	20260303-1200	91.6800000000
EU	LV	20260303-1300	87.8700000000
EU	LV	20260303-1400	86.6900000000
EU	LV	20260303-1500	101.8600000000
EU	LV	20260303-1600	107.2200000000
EU	LV	20260303-1700	102.3300000000
EU	LV	20260303-1800	101.8600000000
EU	LV	20260303-1900	83.8200000000
EU	LV	20260303-2000	73.7600000000
EU	LV	20260303-2100	62.3200000000
EU	LV	20260303-2200	62.0600000000
EU	LV	20260303-2300	62.0500000000
EU	NL	20260303-0000	101.8600000000
EU	NL	20260303-0100	101.8600000000
EU	NL	20260303-0200	101.8600000000
EU	NL	20260303-0300	101.8600000000
EU	NL	20260303-0400	101.8600000000
EU	NL	20260303-0500	103.1700000000
EU	NL	20260303-0600	103.1700000000
EU	NL	20260303-0700	103.1700000000
EU	NL	20260303-0800	102.3300000000
EU	NL	20260303-0900	101.8600000000
EU	NL	20260303-1000	101.8600000000
EU	NL	20260303-1100	101.8600000000
EU	NL	20260303-1200	101.3900000000
EU	NL	20260303-1300	101.8600000000
EU	NL	20260303-1400	101.8600000000
EU	NL	20260303-1500	101.9000000000
EU	NL	20260303-1600	103.1700000000
EU	NL	20260303-1700	103.1700000000
EU	NL	20260303-1800	103.1700000000
EU	NL	20260303-1900	103.1700000000
EU	NL	20260303-2000	103.1700000000
EU	NL	20260303-2100	101.8600000000
EU	NL	20260303-2200	101.8600000000
EU	NL	20260303-2300	101.8600000000
EU	NO1	20260303-0000	87.1200000000
EU	NO1	20260303-0100	87.1200000000
EU	NO1	20260303-0200	91.6700000000
EU	NO1	20260303-0300	91.6700000000
EU	NO1	20260303-0400	91.6700000000
EU	NO1	20260303-0500	91.8900000000
EU	NO1	20260303-0600	102.7000000000
EU	NO1	20260303-0700	92.8500000000
EU	NO1	20260303-0800	91.6700000000
