mode	day	zone	timeslot	price
1z	2026-05-12	RO	20260512-0845	5.640000
1z	2026-05-12	RO	20260512-0815	5.810000
1z	2026-05-12	RO	20260512-1700	227.420000
1z	2026-05-12	RO	20260512-1130	5.810000
1z	2026-05-12	RO	20260512-1730	234.360000
1z	2026-05-12	RO	20260512-0430	12.950000
1z	2026-05-12	RO	20260512-0945	5.640000
1z	2026-05-12	RO	20260512-1830	235.380000
1z	2026-05-12	RO	20260512-1915	229.350000
1z	2026-05-12	RO	20260512-0545	9.500000
1z	2026-05-12	RO	20260512-0800	5.810000
1z	2026-05-12	RO	20260512-2000	230.220000
1z	2026-05-12	RO	20260512-0515	10.780000
1z	2026-05-12	RS	20260512-0200	76.140000
1z	2026-05-12	RS	20260512-1000	76.140000
1z	2026-05-12	RS	20260512-0300	76.140000
1z	2026-05-12	RS	20260512-0600	110.340000
1z	2026-05-12	RS	20260512-1800	229.460000
1z	2026-05-12	RS	20260512-1900	110.340000
1z	2026-05-12	RS	20260512-2100	110.340000
1z	2026-05-12	RS	20260512-2200	76.140000
1z	2026-05-12	RS	20260512-0900	76.140000
1z	2026-05-12	RS	20260512-0700	76.140000
1z	2026-05-12	RS	20260512-1400	76.140000
1z	2026-05-12	RS	20260512-1700	226.210000
1z	2026-05-12	RS	20260512-2300	5.810000
1z	2026-05-12	RS	20260512-1300	5.810000
1z	2026-05-12	RS	20260512-1200	72.840000
1z	2026-05-12	RS	20260512-0000	76.140000
1z	2026-05-12	RS	20260512-1600	110.340000
1z	2026-05-12	RS	20260512-1100	72.840000
1z	2026-05-12	RS	20260512-1500	110.340000
1z	2026-05-12	RS	20260512-0800	76.140000
1z	2026-05-12	RS	20260512-2000	110.340000
1z	2026-05-12	RS	20260512-0100	76.140000
1z	2026-05-12	RS	20260512-0500	110.340000
1z	2026-05-12	RS	20260512-0400	107.200000
1z	2026-05-12	HU	20260512-0445	23.920000
1z	2026-05-12	HU	20260512-0200	12.370000
1z	2026-05-12	HU	20260512-1800	72.840000
1z	2026-05-12	HU	20260512-0600	9.500000
1z	2026-05-12	HU	20260512-1815	72.840000
1z	2026-05-12	HU	20260512-0115	12.780000
1z	2026-05-12	HU	20260512-2145	17.120000
1z	2026-05-12	HU	20260512-1845	72.840000
1z	2026-05-12	HU	20260512-0730	5.640000
1z	2026-05-12	HU	20260512-0745	5.640000
1z	2026-05-12	HU	20260512-0415	24.640000
1z	2026-05-12	HU	20260512-0145	12.890000
1z	2026-05-12	HU	20260512-0315	17.310000
1z	2026-05-12	HU	20260512-0215	12.560000
1z	2026-05-12	HU	20260512-0230	12.880000
1z	2026-05-12	HU	20260512-1345	12.300000
1z	2026-05-12	HU	20260512-2045	24.250000
1z	2026-05-12	HU	20260512-2345	12.410000
1z	2026-05-12	HU	20260512-1445	13.130000
1z	2026-05-12	HU	20260512-0045	12.210000
1z	2026-05-12	HU	20260512-0630	9.500000
1z	2026-05-12	HU	20260512-2115	25.170000
1z	2026-05-12	HU	20260512-2230	15.890000
1z	2026-05-12	HU	20260512-1530	24.450000
1z	2026-05-12	HU	20260512-1945	30.000000
1z	2026-05-12	HU	20260512-1045	9.500000
1z	2026-05-12	HU	20260512-2100	57.000000
1z	2026-05-12	HU	20260512-0715	5.640000
1z	2026-05-12	HU	20260512-0900	9.500000
1z	2026-05-12	HU	20260512-0700	9.500000
1z	2026-05-12	HU	20260512-0930	9.500000
1z	2026-05-12	HU	20260512-0645	5.640000
1z	2026-05-12	HU	20260512-1300	9.500000
1z	2026-05-12	HU	20260512-1630	30.000000
1z	2026-05-12	HU	20260512-0345	30.000000
1z	2026-05-12	HU	20260512-1030	9.500000
1z	2026-05-12	HU	20260512-1200	9.500000
1z	2026-05-12	HU	20260512-0030	12.300000
1z	2026-05-12	HU	20260512-1930	57.000000
1z	2026-05-12	HU	20260512-1615	17.730000
1z	2026-05-12	HU	20260512-1645	62.620000
1z	2026-05-12	HU	20260512-1715	24.740000
1z	2026-05-12	HU	20260512-0000	12.740000
1z	2026-05-12	HU	20260512-1600	13.110000
1z	2026-05-12	HU	20260512-1100	11.860000
1z	2026-05-12	HU	20260512-1500	12.100000
1z	2026-05-12	HU	20260512-2215	16.980000
1z	2026-05-12	HU	20260512-0530	13.230000
1z	2026-05-12	HU	20260512-0130	12.820000
1z	2026-05-12	HU	20260512-1245	9.500000
1z	2026-05-12	HU	20260512-0100	12.770000
1z	2026-05-12	HU	20260512-1745	72.840000
1z	2026-05-12	HU	20260512-0400	23.230000
1z	2026-05-12	HU	20260512-1515	16.220000
1z	2026-05-12	HU	20260512-1015	9.500000
1z	2026-05-12	HU	20260512-1000	9.500000
1z	2026-05-12	HU	20260512-0330	23.530000
1z	2026-05-12	HU	20260512-2200	23.500000
1z	2026-05-12	HU	20260512-1330	9.500000
1z	2026-05-12	HU	20260512-2030	25.360000
1z	2026-05-12	HU	20260512-1400	9.500000
1z	2026-05-12	HU	20260512-2330	12.810000
1z	2026-05-12	HU	20260512-0245	15.940000
1z	2026-05-12	HU	20260512-2300	16.770000
1z	2026-05-12	HU	20260512-2130	23.600000
1z	2026-05-12	HU	20260512-1430	11.840000
1z	2026-05-12	HU	20260512-0015	12.470000
1z	2026-05-12	HU	20260512-1215	9.500000
1z	2026-05-12	HU	20260512-2315	15.890000
1z	2026-05-12	HU	20260512-1230	9.500000
1z	2026-05-12	HU	20260512-1315	9.500000
1z	2026-05-12	HU	20260512-2015	57.000000
1z	2026-05-12	HU	20260512-1545	72.840000
1z	2026-05-12	HU	20260512-2245	12.630000
1z	2026-05-12	HU	20260512-0830	5.640000
1z	2026-05-12	HU	20260512-1145	12.740000
1z	2026-05-12	HU	20260512-0500	30.000000
1z	2026-05-12	HU	20260512-0915	9.500000
1z	2026-05-12	HU	20260512-1115	12.010000
1z	2026-05-12	HU	20260512-0615	9.500000
1z	2026-05-12	HU	20260512-0300	16.300000
1z	2026-05-12	HU	20260512-1900	72.840000
1z	2026-05-12	HU	20260512-1415	9.500000
1z	2026-05-12	HU	20260512-0845	5.000000
1z	2026-05-12	HU	20260512-0815	5.640000
1z	2026-05-12	HU	20260512-1700	23.060000
1z	2026-05-12	HU	20260512-1130	12.280000
1z	2026-05-12	HU	20260512-1730	57.000000
1z	2026-05-12	HU	20260512-0430	24.970000
1z	2026-05-12	HU	20260512-0945	9.500000
1z	2026-05-12	HU	20260512-1830	72.840000
1z	2026-05-12	HU	20260512-1915	72.840000
1z	2026-05-12	HU	20260512-0545	12.010000
1z	2026-05-12	HU	20260512-0800	5.640000
1z	2026-05-12	HU	20260512-2000	62.620000
1z	2026-05-12	HU	20260512-0515	17.740000
5z	2026-05-12	BG	20260512-0000	85.500000
5z	2026-05-12	BG	20260512-0100	76.140000
5z	2026-05-12	BG	20260512-0200	107.200000
5z	2026-05-12	BG	20260512-0300	107.200000
5z	2026-05-12	BG	20260512-0400	107.200000
5z	2026-05-12	BG	20260512-0500	97.490000
5z	2026-05-12	BG	20260512-0600	12.630000
5z	2026-05-12	BG	20260512-0700	9.500000
5z	2026-05-12	BG	20260512-0800	5.640000
5z	2026-05-12	BG	20260512-0900	3.750000
5z	2026-05-12	BG	20260512-1000	2.850000
5z	2026-05-12	BG	20260512-1100	4.800000
5z	2026-05-12	BG	20260512-1200	5.640000
5z	2026-05-12	BG	20260512-1300	9.500000
5z	2026-05-12	BG	20260512-1400	72.840000
5z	2026-05-12	BG	20260512-1500	107.200000
5z	2026-05-12	BG	20260512-1600	194.930000
5z	2026-05-12	BG	20260512-1700	236.360000
5z	2026-05-12	BG	20260512-1800	277.270000
5z	2026-05-12	BG	20260512-1900	222.670000
5z	2026-05-12	BG	20260512-2000	184.880000
5z	2026-05-12	BG	20260512-2100	110.340000
5z	2026-05-12	BG	20260512-2200	107.200000
5z	2026-05-12	BG	20260512-2300	107.200000
5z	2026-05-12	GR	20260512-0000	85.500000
5z	2026-05-12	GR	20260512-0100	76.140000
5z	2026-05-12	GR	20260512-0200	107.200000
5z	2026-05-12	GR	20260512-0300	107.200000
5z	2026-05-12	GR	20260512-0400	107.200000
5z	2026-05-12	GR	20260512-0500	97.490000
5z	2026-05-12	GR	20260512-0600	5.640000
5z	2026-05-12	GR	20260512-0700	1.000000
5z	2026-05-12	GR	20260512-0800	1.000000
5z	2026-05-12	GR	20260512-0900	1.000000
5z	2026-05-12	GR	20260512-1000	1.000000
5z	2026-05-12	GR	20260512-1100	1.000000
5z	2026-05-12	GR	20260512-1200	1.000000
5z	2026-05-12	GR	20260512-1300	1.000000
5z	2026-05-12	GR	20260512-1400	1.000000
5z	2026-05-12	GR	20260512-1500	5.640000
5z	2026-05-12	GR	20260512-1600	107.200000
5z	2026-05-12	GR	20260512-1700	188.390000
5z	2026-05-12	GR	20260512-1800	197.470000
5z	2026-05-12	GR	20260512-1900	107.200000
5z	2026-05-12	GR	20260512-2000	107.200000
5z	2026-05-12	GR	20260512-2100	107.200000
5z	2026-05-12	GR	20260512-2200	107.200000
5z	2026-05-12	GR	20260512-2300	107.200000
5z	2026-05-12	HU	20260512-0000	12.070000
5z	2026-05-12	HU	20260512-0100	12.440000
5z	2026-05-12	HU	20260512-0200	12.410000
5z	2026-05-12	HU	20260512-0300	22.400000
5z	2026-05-12	HU	20260512-0400	23.720000
5z	2026-05-12	HU	20260512-0500	16.090000
5z	2026-05-12	HU	20260512-0600	9.500000
5z	2026-05-12	HU	20260512-0700	5.640000
5z	2026-05-12	HU	20260512-0800	5.640000
5z	2026-05-12	HU	20260512-0900	9.500000
5z	2026-05-12	HU	20260512-1000	9.500000
5z	2026-05-12	HU	20260512-1100	11.860000
5z	2026-05-12	HU	20260512-1200	9.500000
5z	2026-05-12	HU	20260512-1300	9.500000
5z	2026-05-12	HU	20260512-1400	9.500000
5z	2026-05-12	HU	20260512-1500	17.070000
5z	2026-05-12	HU	20260512-1600	23.360000
5z	2026-05-12	HU	20260512-1700	57.000000
5z	2026-05-12	HU	20260512-1800	72.840000
5z	2026-05-12	HU	20260512-1900	72.840000
5z	2026-05-12	HU	20260512-2000	57.000000
5z	2026-05-12	HU	20260512-2100	23.700000
5z	2026-05-12	HU	20260512-2200	15.970000
5z	2026-05-12	HU	20260512-2300	15.160000
5z	2026-05-12	RO	20260512-0000	85.500000
5z	2026-05-12	RO	20260512-0100	76.140000
5z	2026-05-12	RO	20260512-0200	107.200000
5z	2026-05-12	RO	20260512-0300	107.200000
5z	2026-05-12	RO	20260512-0400	107.200000
5z	2026-05-12	RO	20260512-0500	97.490000
5z	2026-05-12	RO	20260512-0600	12.630000
5z	2026-05-12	RO	20260512-0700	9.500000
5z	2026-05-12	RO	20260512-0800	5.640000
5z	2026-05-12	RO	20260512-0900	3.750000
5z	2026-05-12	RO	20260512-1000	2.850000
5z	2026-05-12	RO	20260512-1100	4.800000
5z	2026-05-12	RO	20260512-1200	5.640000
5z	2026-05-12	RO	20260512-1300	9.500000
5z	2026-05-12	RO	20260512-1400	72.840000
5z	2026-05-12	RO	20260512-1500	107.200000
5z	2026-05-12	RO	20260512-1600	194.930000
5z	2026-05-12	RO	20260512-1700	236.360000
5z	2026-05-12	RO	20260512-1800	277.270000
5z	2026-05-12	RO	20260512-1900	222.670000
5z	2026-05-12	RO	20260512-2000	184.880000
5z	2026-05-12	RO	20260512-2100	110.340000
5z	2026-05-12	RO	20260512-2200	107.200000
5z	2026-05-12	RO	20260512-2300	107.200000
5z	2026-05-12	RS	20260512-0000	76.140000
5z	2026-05-12	RS	20260512-0100	76.140000
5z	2026-05-12	RS	20260512-0200	76.140000
5z	2026-05-12	RS	20260512-0300	76.140000
5z	2026-05-12	RS	20260512-0400	107.200000
5z	2026-05-12	RS	20260512-0500	110.340000
5z	2026-05-12	RS	20260512-0600	110.340000
5z	2026-05-12	RS	20260512-0700	76.140000
5z	2026-05-12	RS	20260512-0800	76.140000
5z	2026-05-12	RS	20260512-0900	76.140000
5z	2026-05-12	RS	20260512-1000	76.140000
5z	2026-05-12	RS	20260512-1100	72.840000
5z	2026-05-12	RS	20260512-1200	72.840000
5z	2026-05-12	RS	20260512-1300	5.810000
5z	2026-05-12	RS	20260512-1400	76.140000
5z	2026-05-12	RS	20260512-1500	110.340000
5z	2026-05-12	RS	20260512-1600	110.340000
5z	2026-05-12	RS	20260512-1700	226.210000
5z	2026-05-12	RS	20260512-1800	229.460000
5z	2026-05-12	RS	20260512-1900	110.340000
5z	2026-05-12	RS	20260512-2000	110.340000
5z	2026-05-12	RS	20260512-2100	110.340000
5z	2026-05-12	RS	20260512-2200	76.140000
5z	2026-05-12	RS	20260512-2300	5.810000
1z	2026-06-20	GR	20260620-1000	1.000000
1z	2026-06-20	GR	20260620-1115	1.000000
1z	2026-06-20	GR	20260620-1100	1.000000
1z	2026-06-20	GR	20260620-0545	63.640000
1z	2026-06-20	GR	20260620-1845	180.450000
1z	2026-06-20	GR	20260620-0030	98.460000
1z	2026-06-20	GR	20260620-1030	1.000000
1z	2026-06-20	GR	20260620-1745	181.150000
1z	2026-06-20	GR	20260620-2100	181.240000
1z	2026-06-20	GR	20260620-2300	114.170000
1z	2026-06-20	GR	20260620-1930	114.170000
1z	2026-06-20	GR	20260620-2145	114.170000
1z	2026-06-20	GR	20260620-1245	1.000000
1z	2026-06-20	GR	20260620-0615	5.180000
1z	2026-06-20	GR	20260620-1015	1.000000
1z	2026-06-20	GR	20260620-0745	1.000000
1z	2026-06-20	GR	20260620-1345	1.000000
1z	2026-06-20	GR	20260620-2115	114.170000
1z	2026-06-20	GR	20260620-0115	98.460000
1z	2026-06-20	GR	20260620-0500	98.460000
1z	2026-06-20	GR	20260620-0415	98.460000
1z	2026-06-20	GR	20260620-2345	98.460000
1z	2026-06-20	GR	20260620-2245	114.170000
1z	2026-06-20	GR	20260620-2015	180.070000
1z	2026-06-20	GR	20260620-0515	98.460000
1z	2026-06-20	GR	20260620-1600	98.460000
1z	2026-06-20	GR	20260620-0915	1.000000
1z	2026-06-20	GR	20260620-0200	98.460000
1z	2026-06-20	GR	20260620-1515	98.460000
1z	2026-06-20	GR	20260620-1730	114.170000
1z	2026-06-20	GR	20260620-2230	114.170000
1z	2026-06-20	GR	20260620-0900	1.000000
1z	2026-06-20	GR	20260620-0445	98.460000
1z	2026-06-20	GR	20260620-1815	181.020000
1z	2026-06-20	GR	20260620-1215	1.000000
1z	2026-06-20	GR	20260620-1400	5.180000
1z	2026-06-20	GR	20260620-1545	98.460000
1z	2026-06-20	GR	20260620-1900	180.790000
1z	2026-06-20	GR	20260620-0600	63.640000
1z	2026-06-20	GR	20260620-0330	98.460000
1z	2026-06-20	GR	20260620-0400	98.460000
1z	2026-06-20	GR	20260620-2330	114.170000
1z	2026-06-20	GR	20260620-0830	1.000000
1z	2026-06-20	GR	20260620-0100	98.460000
1z	2026-06-20	GR	20260620-0430	98.460000
1z	2026-06-20	GR	20260620-1830	181.200000
1z	2026-06-20	GR	20260620-0715	1.000000
1z	2026-06-20	GR	20260620-0345	98.460000
1z	2026-06-20	GR	20260620-2130	114.170000
1z	2026-06-20	GR	20260620-1800	180.080000
1z	2026-06-20	GR	20260620-0145	98.460000
1z	2026-06-20	GR	20260620-2030	114.170000
1z	2026-06-20	GR	20260620-1445	63.640000
1z	2026-06-20	GR	20260620-1915	114.170000
1z	2026-06-20	GR	20260620-0015	98.460000
1z	2026-06-20	GR	20260620-1300	1.000000
1z	2026-06-20	GR	20260620-1630	98.460000
1z	2026-06-20	GR	20260620-0930	1.000000
1z	2026-06-20	GR	20260620-1145	1.000000
1z	2026-06-20	GR	20260620-1715	114.170000
1z	2026-06-20	GR	20260620-1945	114.170000
1z	2026-06-20	GR	20260620-2000	181.370000
1z	2026-06-20	GR	20260620-0645	5.180000
1z	2026-06-20	GR	20260620-1045	1.000000
1z	2026-06-20	GR	20260620-1530	98.460000
1z	2026-06-20	GR	20260620-1645	114.170000
1z	2026-06-20	GR	20260620-0700	1.000000
1z	2026-06-20	GR	20260620-2315	114.170000
1z	2026-06-20	GR	20260620-0815	1.000000
1z	2026-06-20	GR	20260620-1415	5.180000
1z	2026-06-20	GR	20260620-1200	1.000000
1z	2026-06-20	GR	20260620-1615	98.460000
1z	2026-06-20	GR	20260620-2215	114.170000
1z	2026-06-20	GR	20260620-0300	98.460000
1z	2026-06-20	GR	20260620-1230	1.000000
1z	2026-06-20	GR	20260620-0045	98.460000
1z	2026-06-20	GR	20260620-1315	1.000000
1z	2026-06-20	GR	20260620-0630	5.180000
1z	2026-06-20	GR	20260620-0845	1.000000
1z	2026-06-20	GR	20260620-0945	1.000000
1z	2026-06-20	GR	20260620-0530	63.640000
1z	2026-06-20	GR	20260620-0215	98.460000
1z	2026-06-20	GR	20260620-1430	5.180000
1z	2026-06-20	GR	20260620-1330	1.000000
1z	2026-06-20	GR	20260620-0315	98.460000
1z	2026-06-20	GR	20260620-0230	98.460000
1z	2026-06-20	GR	20260620-1500	63.640000
1z	2026-06-20	GR	20260620-2045	114.170000
1z	2026-06-20	GR	20260620-0800	1.000000
1z	2026-06-20	GR	20260620-0000	98.460000
1z	2026-06-20	GR	20260620-0245	98.460000
1z	2026-06-20	GR	20260620-0730	1.000000
1z	2026-06-20	GR	20260620-1130	1.000000
1z	2026-06-20	GR	20260620-1700	98.460000
1z	2026-06-20	GR	20260620-2200	114.170000
1z	2026-06-20	GR	20260620-0130	98.460000
1z	2026-06-20	BG	20260620-1000	1.000000
1z	2026-06-20	BG	20260620-1100	1.000000
1z	2026-06-20	BG	20260620-1600	151.210000
1z	2026-06-20	BG	20260620-0200	114.170000
1z	2026-06-20	BG	20260620-1800	3000.000000
1z	2026-06-20	BG	20260620-0900	1.000000
1z	2026-06-20	BG	20260620-2100	150.550000
1z	2026-06-20	BG	20260620-2300	114.170000
1z	2026-06-20	BG	20260620-1400	9.500000
1z	2026-06-20	BG	20260620-1300	1.000000
1z	2026-06-20	BG	20260620-1900	3000.000000
1z	2026-06-20	BG	20260620-1500	114.170000
1z	2026-06-20	BG	20260620-0600	9.500000
1z	2026-06-20	BG	20260620-2000	3000.000000
1z	2026-06-20	BG	20260620-0400	114.170000
1z	2026-06-20	BG	20260620-0800	1.000000
1z	2026-06-20	BG	20260620-0000	114.170000
1z	2026-06-20	BG	20260620-0100	114.170000
1z	2026-06-20	BG	20260620-0700	3.750000
1z	2026-06-20	BG	20260620-0500	98.460000
1z	2026-06-20	BG	20260620-1200	1.000000
1z	2026-06-20	BG	20260620-1700	3000.000000
1z	2026-06-20	BG	20260620-2200	140.100000
1z	2026-06-20	BG	20260620-0300	98.460000
1z	2026-06-20	RO	20260620-1000	3.150000
1z	2026-06-20	RO	20260620-1115	3.750000
1z	2026-06-20	RO	20260620-1100	3.150000
1z	2026-06-20	RO	20260620-0545	98.460000
1z	2026-06-20	RO	20260620-1845	250.000000
1z	2026-06-20	RO	20260620-0030	166.670000
1z	2026-06-20	RO	20260620-1030	3.150000
1z	2026-06-20	RO	20260620-1745	114.480000
1z	2026-06-20	RO	20260620-2100	177.000000
1z	2026-06-20	RO	20260620-2300	170.420000
1z	2026-06-20	RO	20260620-1930	205.290000
1z	2026-06-20	RO	20260620-2145	136.760000
1z	2026-06-20	RO	20260620-1245	5.000000
1z	2026-06-20	RO	20260620-0615	98.460000
1z	2026-06-20	RO	20260620-1015	3.150000
1z	2026-06-20	RO	20260620-0745	12.610000
1z	2026-06-20	RO	20260620-1345	5.180000
1z	2026-06-20	RO	20260620-2115	171.090000
1z	2026-06-20	RO	20260620-0115	167.390000
1z	2026-06-20	RO	20260620-0500	114.170000
1z	2026-06-20	RO	20260620-0415	114.610000
1z	2026-06-20	RO	20260620-2345	145.990000
1z	2026-06-20	RO	20260620-2245	142.990000
1z	2026-06-20	RO	20260620-2015	185.640000
1z	2026-06-20	RO	20260620-0515	114.170000
1z	2026-06-20	RO	20260620-1600	114.170000
1z	2026-06-20	RO	20260620-0915	4.800000
1z	2026-06-20	RO	20260620-0200	174.580000
1z	2026-06-20	RO	20260620-1515	114.170000
1z	2026-06-20	RO	20260620-1730	114.170000
1z	2026-06-20	RO	20260620-2230	166.880000
1z	2026-06-20	RO	20260620-0900	3.750000
1z	2026-06-20	RO	20260620-0445	114.170000
1z	2026-06-20	RO	20260620-1815	250.000000
1z	2026-06-20	RO	20260620-1215	4.800000
1z	2026-06-20	RO	20260620-1400	9.500000
1z	2026-06-20	RO	20260620-1545	178.240000
1z	2026-06-20	RO	20260620-1900	250.230000
1z	2026-06-20	RO	20260620-0600	114.170000
1z	2026-06-20	RO	20260620-0330	138.250000
1z	2026-06-20	RO	20260620-0400	140.110000
1z	2026-06-20	RO	20260620-2330	147.410000
1z	2026-06-20	RO	20260620-0830	5.000000
1z	2026-06-20	RO	20260620-0100	168.550000
1z	2026-06-20	RO	20260620-0430	114.170000
1z	2026-06-20	RO	20260620-1830	250.430000
1z	2026-06-20	RO	20260620-0715	85.500000
1z	2026-06-20	RO	20260620-0345	132.520000
1z	2026-06-20	RO	20260620-2130	146.910000
1z	2026-06-20	RO	20260620-1800	250.000000
1z	2026-06-20	RO	20260620-0145	143.400000
1z	2026-06-20	RO	20260620-2030	175.690000
1z	2026-06-20	RO	20260620-1445	98.460000
1z	2026-06-20	RO	20260620-1915	250.000000
1z	2026-06-20	RO	20260620-0015	168.010000
1z	2026-06-20	RO	20260620-1300	5.180000
1z	2026-06-20	RO	20260620-1630	185.280000
1z	2026-06-20	RO	20260620-0930	5.000000
1z	2026-06-20	RO	20260620-1145	3.750000
1z	2026-06-20	RO	20260620-1715	114.170000
1z	2026-06-20	RO	20260620-1945	201.210000
1z	2026-06-20	RO	20260620-2000	189.460000
1z	2026-06-20	RO	20260620-0645	85.500000
1z	2026-06-20	RO	20260620-1045	3.150000
1z	2026-06-20	RO	20260620-1530	133.150000
1z	2026-06-20	RO	20260620-1645	190.610000
1z	2026-06-20	RO	20260620-0700	97.310000
1z	2026-06-20	RO	20260620-2315	167.010000
1z	2026-06-20	RO	20260620-0815	5.180000
1z	2026-06-20	RO	20260620-1415	16.170000
1z	2026-06-20	RO	20260620-1200	3.750000
1z	2026-06-20	RO	20260620-1615	166.970000
1z	2026-06-20	RO	20260620-2215	172.230000
1z	2026-06-20	RO	20260620-0300	176.050000
1z	2026-06-20	RO	20260620-1230	4.800000
1z	2026-06-20	RO	20260620-0045	147.500000
1z	2026-06-20	RO	20260620-1315	5.180000
1z	2026-06-20	RO	20260620-0630	98.460000
1z	2026-06-20	RO	20260620-0845	5.180000
1z	2026-06-20	RO	20260620-0945	5.000000
1z	2026-06-20	RO	20260620-0530	102.750000
1z	2026-06-20	RO	20260620-0215	172.380000
1z	2026-06-20	RO	20260620-1430	85.500000
1z	2026-06-20	RO	20260620-1330	5.180000
1z	2026-06-20	RO	20260620-0315	168.030000
1z	2026-06-20	RO	20260620-0230	169.170000
1z	2026-06-20	RO	20260620-1500	98.460000
1z	2026-06-20	RO	20260620-2045	146.800000
1z	2026-06-20	RO	20260620-0800	5.180000
1z	2026-06-20	RO	20260620-0000	168.410000
1z	2026-06-20	RO	20260620-0245	147.720000
1z	2026-06-20	RO	20260620-0730	63.640000
1z	2026-06-20	RO	20260620-1130	3.750000
1z	2026-06-20	RO	20260620-1700	114.170000
1z	2026-06-20	RO	20260620-2200	179.070000
1z	2026-06-20	RO	20260620-0130	147.370000
1z	2026-06-20	RS	20260620-1000	114.170000
1z	2026-06-20	RS	20260620-1100	114.170000
1z	2026-06-20	RS	20260620-1600	218.400000
1z	2026-06-20	RS	20260620-0200	114.170000
1z	2026-06-20	RS	20260620-1800	278.870000
1z	2026-06-20	RS	20260620-0900	114.170000
1z	2026-06-20	RS	20260620-2100	157.530000
1z	2026-06-20	RS	20260620-2300	114.170000
1z	2026-06-20	RS	20260620-1400	114.170000
1z	2026-06-20	RS	20260620-1300	114.170000
1z	2026-06-20	RS	20260620-1900	311.030000
1z	2026-06-20	RS	20260620-1500	114.170000
1z	2026-06-20	RS	20260620-0600	114.170000
1z	2026-06-20	RS	20260620-2000	230.430000
1z	2026-06-20	RS	20260620-0400	114.170000
1z	2026-06-20	RS	20260620-0800	114.170000
1z	2026-06-20	RS	20260620-0000	114.170000
1z	2026-06-20	RS	20260620-0100	114.170000
1z	2026-06-20	RS	20260620-0700	114.170000
1z	2026-06-20	RS	20260620-0500	114.170000
1z	2026-06-20	RS	20260620-1200	114.170000
1z	2026-06-20	RS	20260620-1700	236.800000
1z	2026-06-20	RS	20260620-2200	144.240000
1z	2026-06-20	RS	20260620-0300	114.170000
1z	2026-06-20	HU	20260620-1000	5.180000
1z	2026-06-20	HU	20260620-1115	5.000000
1z	2026-06-20	HU	20260620-1100	5.000000
1z	2026-06-20	HU	20260620-0545	9.500000
1z	2026-06-20	HU	20260620-1845	98.460000
1z	2026-06-20	HU	20260620-0030	63.640000
1z	2026-06-20	HU	20260620-1030	5.180000
1z	2026-06-20	HU	20260620-1745	98.460000
1z	2026-06-20	HU	20260620-2100	98.460000
1z	2026-06-20	HU	20260620-2300	75.340000
1z	2026-06-20	HU	20260620-1930	98.460000
1z	2026-06-20	HU	20260620-2145	63.640000
1z	2026-06-20	HU	20260620-1245	5.000000
1z	2026-06-20	HU	20260620-0615	63.640000
1z	2026-06-20	HU	20260620-1015	5.180000
1z	2026-06-20	HU	20260620-0745	13.850000
1z	2026-06-20	HU	20260620-1345	5.180000
1z	2026-06-20	HU	20260620-2115	98.460000
1z	2026-06-20	HU	20260620-0115	63.640000
1z	2026-06-20	HU	20260620-0500	63.640000
1z	2026-06-20	HU	20260620-0415	63.640000
1z	2026-06-20	HU	20260620-2345	63.640000
1z	2026-06-20	HU	20260620-2245	63.640000
1z	2026-06-20	HU	20260620-2015	98.460000
1z	2026-06-20	HU	20260620-0515	18.290000
1z	2026-06-20	HU	20260620-1600	9.500000
1z	2026-06-20	HU	20260620-0915	5.180000
1z	2026-06-20	HU	20260620-0200	75.340000
1z	2026-06-20	HU	20260620-1515	9.500000
1z	2026-06-20	HU	20260620-1730	98.460000
1z	2026-06-20	HU	20260620-2230	63.640000
1z	2026-06-20	HU	20260620-0900	5.180000
1z	2026-06-20	HU	20260620-0445	11.160000
1z	2026-06-20	HU	20260620-1815	98.460000
1z	2026-06-20	HU	20260620-1215	5.000000
1z	2026-06-20	HU	20260620-1400	5.000000
1z	2026-06-20	HU	20260620-1545	11.380000
1z	2026-06-20	HU	20260620-1900	98.460000
1z	2026-06-20	HU	20260620-0600	63.640000
1z	2026-06-20	HU	20260620-0330	75.340000
1z	2026-06-20	HU	20260620-0400	63.640000
1z	2026-06-20	HU	20260620-2330	63.640000
1z	2026-06-20	HU	20260620-0830	9.500000
1z	2026-06-20	HU	20260620-0100	63.640000
1z	2026-06-20	HU	20260620-0430	14.050000
1z	2026-06-20	HU	20260620-1830	98.460000
1z	2026-06-20	HU	20260620-0715	57.000000
1z	2026-06-20	HU	20260620-0345	63.640000
1z	2026-06-20	HU	20260620-2130	75.340000
1z	2026-06-20	HU	20260620-1800	98.460000
1z	2026-06-20	HU	20260620-0145	63.640000
1z	2026-06-20	HU	20260620-2030	94.040000
1z	2026-06-20	HU	20260620-1445	5.280000
1z	2026-06-20	HU	20260620-1915	98.460000
1z	2026-06-20	HU	20260620-0015	65.530000
1z	2026-06-20	HU	20260620-1300	5.000000
1z	2026-06-20	HU	20260620-1630	63.640000
1z	2026-06-20	HU	20260620-0930	5.180000
1z	2026-06-20	HU	20260620-1145	5.000000
1z	2026-06-20	HU	20260620-1715	98.460000
1z	2026-06-20	HU	20260620-1945	98.460000
1z	2026-06-20	HU	20260620-2000	98.460000
1z	2026-06-20	HU	20260620-0645	13.690000
1z	2026-06-20	HU	20260620-1045	5.180000
1z	2026-06-20	HU	20260620-1530	9.500000
1z	2026-06-20	HU	20260620-1645	75.340000
