zone	rule	period	n_hours	mae_mw	median_ae_mw
NL	ana16wb	jul26	504	1267.7833092172446	1161.8823762499999
NL	ana16wb	jul26_evening	84	1622.0304388398176	1471.1936328125003
NL	v3	all	18024	860.2225480909358	705.5933749999999
NL	v3	evening	3004	823.8589792557048	681.7003243749999
NL	v3	jul26	504	1301.2405991583107	1230.19684203125
NL	v3	jul26_evening	84	1524.6661492724277	1661.4718328125002
NO1	v2	all	18024	214.8979065664531	169.53426181249995
NO1	v2	evening	3004	206.1342785740263	165.9305012499999
NO1	v2	jul26	504	103.514894077877	80.48647724999991
NO1	v2	jul26_evening	84	120.35005324851193	92.14281000000014
NO1	rec3	all	18024	276.2866607672825	224.95798512500008
NO1	rec3	evening	3004	269.91041097478364	218.51374999999996
NO1	rec3	jul26	504	221.48349469444446	187.24638381250003
NO1	rec3	jul26_evening	84	258.02741996875005	241.121393875
NO1	d2	all	18024	167.21618314900272	133.27604368750008
NO1	d2	evening	3004	150.75095837508323	125.49513031249998
NO1	d2	jul26	504	102.80513625347221	87.3585369374999
NO1	d2	jul26_evening	84	90.2551205297619	76.4086338125
NO1	ana8	all	18024	192.47463495086407	155.57135093749957
NO1	ana8	evening	3004	175.37026599683753	140.01634840625
NO1	ana8	jul26	504	170.05125364310516	160.4466523125
NO1	ana8	jul26_evening	84	181.6266525297619	178.32145140625002
NO1	ana8b	all	18024	164.8985653098733	137.8996874999998
NO1	ana8b	evening	3004	155.32962774243717	129.53791634375
NO1	ana8b	jul26	504	252.49719750353424	251.43089100000003
NO1	ana8b	jul26_evening	84	260.1116087224703	284.2530522187501
NO1	ana16	all	18024	194.20409406074194	159.9932990312501
NO1	ana16	evening	3004	174.72846809241844	140.47968749999998
NO1	ana16	jul26	504	182.0114498524306	177.26897956249996
NO1	ana16	jul26_evening	84	185.24324515625	169.6941609375
NO1	ana16b	all	18024	168.27341270738842	142.59312499999993
NO1	ana16b	evening	3004	159.4433721104361	134.84134796874957
NO1	ana16b	jul26	504	278.5206288740699	277.87216548437505
NO1	ana16b	jul26_evening	84	284.8169176875	291.70035268749996
NO1	ana8w	all	18024	222.98521392696892	179.26056556249983
NO1	ana8w	evening	3004	202.11308615177683	155.65124999999995
NO1	ana8w	jul26	504	413.95873005766373	410.06787249999996
NO1	ana8w	jul26_evening	84	426.2568516309523	450.8269455624999
NO1	ana16w	all	18024	227.2276336584311	188.95655850000017
NO1	ana16w	evening	3004	203.24144824267646	162.25687500000004
NO1	ana16w	jul26	504	466.39393126649304	460.6893386562499
NO1	ana16w	jul26_evening	84	477.2112903169643	475.1393325
NO1	anad2	all	18024	138.12077735031247	112.89511695312491
NO1	anad2	evening	3004	126.42458484761984	103.91343750000004
NO1	anad2	jul26	504	112.86936062810021	106.03410753125004
NO1	anad2	jul26_evening	84	112.06284581175595	103.09319784375
NO1	anad2w	all	18024	146.78115080531686	118.80750000000003
NO1	anad2w	evening	3004	134.97641255382408	109.18453124999985
NO1	anad2w	jul26	504	245.66267228751238	233.70206309375007
NO1	anad2w	jul26_evening	84	248.33869397395839	236.5014202187499
NO1	ana16wb	all	18024	168.27341270738842	142.59312499999993
NO1	ana16wb	evening	3004	159.4433721104361	134.84134796874957
NO1	ana16wb	jul26	504	278.5206288740699	277.87216548437505
NO1	ana16wb	jul26_evening	84	284.8169176875	291.70035268749996
NO1	v3	all	18024	214.8979065664531	169.53426181249995
NO1	v3	evening	3004	206.1342785740263	165.9305012499999
NO1	v3	jul26	504	103.514894077877	80.48647724999991
NO1	v3	jul26_evening	84	120.35005324851193	92.14281000000014
NO2	v2	all	18024	647.394858847301	484.59109887500006
NO2	v2	evening	3004	545.6313721922853	392.83624999999995
NO2	v2	jul26	504	702.5220148375497	563.0653328125001
NO2	v2	jul26_evening	84	1024.0672712752976	927.5731560624998
NO2	rec3	all	18024	596.3650638211204	444.29062499999986
NO2	rec3	evening	3004	509.34264270818073	373.2118750000001
NO2	rec3	jul26	504	498.4660088568948	405.1800883124999
NO2	rec3	jul26_evening	84	592.2183153883929	435.7163813125001
NO2	d2	all	18024	634.5143997833721	454.1498738749998
NO2	d2	evening	3004	506.3219003392144	327.5397558750001
NO2	d2	jul26	504	620.4117397261904	501.90587368749993
NO2	d2	jul26_evening	84	661.3066253988095	515.8097663125003
NO2	ana8	all	18024	617.154880432961	441.75343749999956
NO2	ana8	evening	3004	459.437525960719	320.6783086562498
NO2	ana8	jul26	504	696.5102467157737	541.9432386562498
NO2	ana8	jul26_evening	84	630.6363562284226	378.3594564375003
NO2	ana8b	all	18024	566.4765096047856	434.9171579218752
NO2	ana8b	evening	3004	449.6268417374022	313.55602953125003
NO2	ana8b	jul26	504	618.8760000231895	516.523236296875
NO2	ana8b	jul26_evening	84	799.6940249579615	738.4501732812498
NO2	ana16	all	18024	615.4954026485484	432.88233465625
NO2	ana16	evening	3004	446.6271199049809	296.40989943750003
NO2	ana16	jul26	504	680.4543145411707	566.2122106562501
NO2	ana16	jul26_evening	84	629.6942312752977	387.3098768125001
NO2	ana16b	all	18024	560.9056396920424	422.37936590625003
NO2	ana16b	evening	3004	446.4823512673831	307.3364062500003
NO2	ana16b	jul26	504	617.3540044890873	528.3799561874999
NO2	ana16b	jul26_evening	84	803.6763318656992	784.7495457187503
NO2	ana8w	all	18024	629.2964854528858	463.9014293437499
NO2	ana8w	evening	3004	447.9679125420065	313.0762051562499
NO2	ana8w	jul26	504	708.2804427683533	610.173370375
NO2	ana8w	jul26_evening	84	602.1400062046131	407.37695068750065
NO2	ana16w	all	18024	619.1846681016908	443.8606249999997
NO2	ana16w	evening	3004	434.9380657385361	304.46003484375
NO2	ana16w	jul26	504	712.4452114005456	633.6357662187497
NO2	ana16w	jul26_evening	84	608.2893870572918	409.68014412499997
NO2	anad2	all	18024	546.9819832128949	403.0651768281248
NO2	anad2	evening	3004	426.75048753381947	291.3357326562501
NO2	anad2	jul26	504	554.038021547867	454.8176902812497
NO2	anad2	jul26_evening	84	569.9450962023808	408.9442324843747
NO2	anad2w	all	18024	545.793008750957	412.7447364687499
NO2	anad2w	evening	3004	423.1342158655854	291.35109375000036
NO2	anad2w	jul26	504	554.3633797642609	475.2951149999999
NO2	anad2w	jul26_evening	84	547.5095961469493	407.69881290625017
NO2	ana16wb	all	18024	560.9056396920424	422.37936590625003
NO2	ana16wb	evening	3004	446.4823512673831	307.3364062500003
NO2	ana16wb	jul26	504	617.3540044890873	528.3799561874999
NO2	ana16wb	jul26_evening	84	803.6763318656992	784.7495457187503
NO2	v3	all	18024	647.394858847301	484.59109887500006
NO2	v3	evening	3004	545.6313721922853	392.83624999999995
NO2	v3	jul26	504	702.5220148375497	563.0653328125001
NO2	v3	jul26_evening	84	1024.0672712752976	927.5731560624998
NO3	v2	all	18024	251.09746273502	211.3667156875
NO3	v2	evening	3004	260.41770940945406	220.0229971875
NO3	v2	jul26	504	220.0835449208829	191.38329112500006
NO3	v2	jul26_evening	84	241.271914686012	206.3981608125
NO3	rec3	all	18024	231.97908207030213	191.07
NO3	rec3	evening	3004	238.8199113273552	198.83814099999998
NO3	rec3	jul26	504	196.59627742609126	158.0495088125
NO3	rec3	jul26_evening	84	265.3913463005952	240.4528763125
NO3	d2	all	18024	225.37591303942662	185.73417287499998
NO3	d2	evening	3004	235.4679104036701	187.6905001875
NO3	d2	jul26	504	178.31029743229166	146.22343237500004
NO3	d2	jul26_evening	84	164.31247923363094	136.93907400000006
NO3	ana8	all	18024	241.4053385906361	206.13002931250003
NO3	ana8	evening	3004	247.94615349263483	211.6528125
NO3	ana8	jul26	504	232.23953206349208	208.22304540624998
NO3	ana8	jul26_evening	84	287.72769654985115	288.2997252187499
NO3	ana8b	all	18024	218.77672098421897	184.44546874999997
NO3	ana8b	evening	3004	229.3286491294212	193.01823815625
NO3	ana8b	jul26	504	215.75882449615574	189.39783942187506
NO3	ana8b	jul26_evening	84	272.94047268712796	260.571782359375
NO3	ana16	all	18024	238.58031209534857	202.89749999999998
NO3	ana16	evening	3004	246.61831160731526	213.68500000000003
NO3	ana16	jul26	504	255.56649202914184	235.5470176875
NO3	ana16	jul26_evening	84	337.3313795669643	316.8189854375
NO3	ana16b	all	18024	217.27450985021707	184.11211221874999
NO3	ana16b	evening	3004	223.7054114159142	188.95138324999996
NO3	ana16b	jul26	504	216.72988028323414	189.21598417187505
NO3	ana16b	jul26_evening	84	271.6510863072916	237.91282184374995
NO3	ana8w	all	18024	248.0832689541514	214.99206425
NO3	ana8w	evening	3004	254.1304492995381	215.18625
NO3	ana8w	jul26	504	249.59469454439483	238.71282224999996
NO3	ana8w	jul26_evening	84	322.4269477150298	330.66794743750006
NO3	ana16w	all	18024	242.6916014674739	213.79112290625
NO3	ana16w	evening	3004	242.17838471693992	211.99774656249997
NO3	ana16w	jul26	504	245.26843273164684	226.35558281250002
NO3	ana16w	jul26_evening	84	307.559011485119	275.58295115625003
NO3	anad2	all	18024	200.1275122373138	167.57819612499992
NO3	anad2	evening	3004	209.7411168538199	175.27691279687497
NO3	anad2	jul26	504	186.15227736786954	158.023515953125
NO3	anad2	jul26_evening	84	213.27319203199403	202.807595296875
NO3	anad2w	all	18024	200.98531810304317	170.61351554687502
NO3	anad2w	evening	3004	206.78519684652755	172.30031249999993
NO3	anad2w	jul26	504	184.8477451488095	155.03816720312497
NO3	anad2w	jul26_evening	84	201.50924251711314	197.428876890625
NO3	ana16wb	all	18024	217.27450985021707	184.11211221874999
NO3	ana16wb	evening	3004	223.7054114159142	188.95138324999996
NO3	ana16wb	jul26	504	216.72988028323414	189.21598417187505
NO3	ana16wb	jul26_evening	84	271.6510863072916	237.91282184374995
NO3	v3	all	18024	251.09746273502	211.3667156875
NO3	v3	evening	3004	260.41770940945406	220.0229971875
NO3	v3	jul26	504	220.0835449208829	191.38329112500006
NO3	v3	jul26_evening	84	241.271914686012	206.3981608125
NO4	v2	all	18024	254.76338191912865	183.43690837499997
NO4	v2	evening	3004	244.90232748834887	173.63363262500002
NO4	v2	jul26	504	143.51078856150792	124.95260374999987
NO4	v2	jul26_evening	84	108.68007926041666	105.49486649999983
NO4	rec3	all	18024	228.8085185064913	173.35125
NO4	rec3	evening	3004	216.96101361921603	162.3480044375
NO4	rec3	jul26	504	125.21518595014882	104.7258898125001
NO4	rec3	jul26_evening	84	119.36392436309528	123.13778974999997
NO4	d2	all	18024	215.82030231673048	154.872555875
NO4	d2	evening	3004	211.58636937004826	151.3819470625001
NO4	d2	jul26	504	177.3764527797619	156.69494650000001
NO4	d2	jul26_evening	84	183.56587001041666	160.58810706250006
NO4	ana8	all	18024	266.7352555737454	198.29187500000006
NO4	ana8	evening	3004	268.51581103923934	201.50144368749994
NO4	ana8	jul26	504	195.75238373040676	167.990745
NO4	ana8	jul26_evening	84	231.6947253988095	161.59172925000007
NO4	ana8b	all	18024	235.8618136236563	192.22857485937504
NO4	ana8b	evening	3004	234.17928762383488	197.57224809374992
NO4	ana8b	jul26	504	148.23858023437498	119.65469645312504
NO4	ana8b	jul26_evening	84	147.10383380543158	137.55084396875003
NO4	ana16	all	18024	260.16667189277837	193.535799625
NO4	ana16	evening	3004	260.2246931598286	195.47167887499998
NO4	ana16	jul26	504	198.49030043563988	179.36103953124996
NO4	ana16	jul26_evening	84	247.37839079761903	212.0821190312501
NO4	ana16b	all	18024	235.22800354814416	191.9442285625
NO4	ana16b	evening	3004	232.72940240567783	189.32765624999996
NO4	ana16b	jul26	504	151.4503779113343	122.85555223437512
NO4	ana16b	jul26_evening	84	151.11999346019346	117.26897103124995
NO4	ana8w	all	18024	280.6434206846115	226.42036393749996
NO4	ana8w	evening	3004	285.1008287238682	229.43012625
NO4	ana8w	jul26	504	207.68507724826387	170.48923193749994
NO4	ana8w	jul26_evening	84	235.77161109151788	199.72596559375
NO4	ana16w	all	18024	276.1406011173297	223.41531250000003
NO4	ana16w	evening	3004	280.23248997709305	227.53968749999993
NO4	ana16w	jul26	504	217.5706272063492	193.5564456875
NO4	ana16w	jul26_evening	84	246.54965321651784	225.67433003125
NO4	anad2	all	18024	208.7215682104919	163.84390625
NO4	anad2	evening	3004	205.96788846660704	165.18593749999997
NO4	anad2	jul26	504	160.92489231417412	136.82631935937496
NO4	anad2	jul26_evening	84	181.55789138020833	167.216540296875
NO4	anad2w	all	18024	213.37517109194687	175.82187499999998
NO4	anad2w	evening	3004	212.39130684723494	176.8028397656251
NO4	anad2w	jul26	504	166.37859861892358	146.548095453125
NO4	anad2w	jul26_evening	84	186.99766629650298	177.71256468749993
NO4	ana16wb	all	18024	235.22800354814416	191.9442285625
NO4	ana16wb	evening	3004	232.72940240567783	189.32765624999996
NO4	ana16wb	jul26	504	151.4503779113343	122.85555223437512
NO4	ana16wb	jul26_evening	84	151.11999346019346	117.26897103124995
NO4	v3	all	18024	254.76338191912865	183.43690837499997
NO4	v3	evening	3004	244.90232748834887	173.63363262500002
NO4	v3	jul26	504	143.51078856150792	124.95260374999987
NO4	v3	jul26_evening	84	108.68007926041666	105.49486649999983
NO5	v2	all	18024	394.5031982297146	312.3217478749999
NO5	v2	evening	3004	370.58890299192745	299.4661768125
NO5	v2	jul26	504	465.4791354585813	388.3154270625
NO5	v2	jul26_evening	84	475.2842538333333	405.45756806250006
NO5	rec3	all	18024	351.88146526197016	282.14812499999994
NO5	rec3	evening	3004	326.07431810918774	262.44521581249995
NO5	rec3	jul26	504	372.3670856810516	289.0831846874999
NO5	rec3	jul26_evening	84	408.091648575893	293.3766154375
NO5	d2	all	18024	377.34577603969706	283.834375
NO5	d2	evening	3004	324.8213127525799	238.58477781249996
NO5	d2	jul26	504	418.307764515625	331.18911975000003
NO5	d2	jul26_evening	84	366.09099136160717	324.9921706250002
NO5	ana8	all	18024	368.02406255557173	307.72843749999987
NO5	ana8	evening	3004	308.1451061460969	252.7734375
NO5	ana8	jul26	504	347.5660730396825	305.68856237499995
NO5	ana8	jul26_evening	84	350.40214108705356	321.83214659375005
NO5	ana8b	all	18024	342.44120474309256	284.06411509375
NO5	ana8b	evening	3004	305.5774707000978	250.53753074999997
NO5	ana8b	jul26	504	377.7674418315972	308.1167005156251
NO5	ana8b	jul26_evening	84	390.41211182366084	341.74386365625
NO5	ana16	all	18024	355.09690640414516	300.6664751875001
NO5	ana16	evening	3004	297.90168803944744	247.83525131250008
NO5	ana16	jul26	504	342.72157263330854	297.1573715624999
NO5	ana16	jul26_evening	84	348.0679352715774	332.45442678124994
NO5	ana16b	all	18024	340.0250344748616	281.6190625
NO5	ana16b	evening	3004	305.365656573527	256.09951949999993
NO5	ana16b	jul26	504	372.4337843227307	285.84072928125005
NO5	ana16b	jul26_evening	84	381.29460070498516	341.0934857656249
NO5	ana8w	all	18024	391.73893909422856	326.8068749999999
NO5	ana8w	evening	3004	328.51293078539027	266.03383540625003
NO5	ana8w	jul26	504	369.87326930877975	324.13993628125
NO5	ana8w	jul26_evening	84	374.1968733735119	353.4900625937498
NO5	ana16w	all	18024	378.5105463057625	323.3725
NO5	ana16w	evening	3004	317.2854313685919	260.7271383437499
NO5	ana16w	jul26	504	354.5420011201637	316.03725953125
NO5	ana16w	jul26_evening	84	358.57908249330353	342.2401549375001
NO5	anad2	all	18024	321.8918426264477	264.1564904218751
NO5	anad2	evening	3004	276.6899184468001	226.12202712499987
NO5	anad2	jul26	504	342.1950484485987	288.77678867187495
NO5	anad2	jul26_evening	84	315.6859073627232	281.04559504687506
NO5	anad2w	all	18024	326.975568086612	272.10453124999987
NO5	anad2w	evening	3004	280.4693379320281	226.59970687500015
NO5	anad2w	jul26	504	340.4094187103795	285.5308241093751
NO5	anad2w	jul26_evening	84	317.6768980323661	285.86393367187503
NO5	ana16wb	all	18024	340.0250344748616	281.6190625
NO5	ana16wb	evening	3004	305.365656573527	256.09951949999993
NO5	ana16wb	jul26	504	372.4337843227307	285.84072928125005
NO5	ana16wb	jul26_evening	84	381.29460070498516	341.0934857656249
NO5	v3	all	18024	394.5031982297146	312.3217478749999
NO5	v3	evening	3004	370.58890299192745	299.4661768125
NO5	v3	jul26	504	465.4791354585813	388.3154270625
NO5	v3	jul26_evening	84	475.2842538333333	405.45756806250006
PL	v2	all	18024	571.7898777729562	474.74950312499993
PL	v2	evening	3004	554.183363954311	479.61125937499986
PL	v2	jul26	504	484.8052404691043	420.98909374999994
PL	v2	jul26_evening	84	544.8872224702382	502.94940625000004
PL	rec3	all	18024	591.4434419195371	493.1969875000001
PL	rec3	evening	3004	548.1958866677763	475.6958687499998
PL	rec3	jul26	504	585.8483861678004	486.38437500000003
PL	rec3	jul26_evening	84	625.0947127976191	519.5194999999999
PL	d2	all	18024	642.6584557904936	521.0601250000002
PL	d2	evening	3004	593.0994568741678	487.548125
PL	d2	jul26	504	542.3045054917801	439.7065625
PL	d2	jul26_evening	84	498.8066443452381	437.13181249999997
PL	ana8	all	18024	581.3267797408186	476.94726875000003
PL	ana8	evening	3004	577.2393649821072	482.9406562499997
PL	ana8	jul26	504	511.6903246456916	425.667875
PL	ana8	jul26_evening	84	513.4463129464285	464.665771875
PL	ana8b	all	18024	545.3335099289241	450.4192796875
PL	ana8b	evening	3004	536.4328740751915	459.1793593749999
PL	ana8b	jul26	504	488.0865286883503	419.46219999999994
PL	ana8b	jul26_evening	84	531.2775029761906	495.0714828125001
PL	ana16	all	18024	579.4080118151822	471.51422187500003
PL	ana16	evening	3004	569.662156354028	466.5974749999999
PL	ana16	jul26	504	510.39290342793373	438.6644187500001
PL	ana16	jul26_evening	84	493.0544477678571	438.93910937500016
PL	ana16b	all	18024	548.1115966310297	450.2382578125
PL	ana16b	evening	3004	534.3200295283373	450.27638281250006
PL	ana16b	jul26	504	493.83085410377697	409.596296875
PL	ana16b	jul26_evening	84	547.8740813244048	486.51923437499994
PL	ana8w	all	18024	595.6601852710605	488.60170625000006
PL	ana8w	evening	3004	579.128385182257	476.0674999999999
PL	ana8w	jul26	504	624.9495521258505	560.5982906249999
PL	ana8w	jul26_evening	84	541.1690691964285	467.52321250000017
PL	ana16w	all	18024	601.776337325266	496.39718125
PL	ana16w	evening	3004	579.3171604652131	466.6101749999999
PL	ana16w	jul26	504	639.9656268406321	534.6911875000001
PL	ana16w	jul26_evening	84	573.4605800595239	442.4625312499999
PL	anad2	all	18024	534.374922730564	435.6216437500001
PL	anad2	evening	3004	510.5048860956225	428.3357125
PL	anad2	jul26	504	465.8588236934878	381.871453125
PL	anad2	jul26_evening	84	432.98329680059516	361.04075312499987
PL	anad2w	all	18024	538.7150134490157	440.4446875
PL	anad2w	evening	3004	509.443634322986	414.07531249999994
PL	anad2w	jul26	504	500.34244829666244	407.26884375
PL	anad2w	jul26_evening	84	434.0754621279762	321.5369984375001
PL	ana16wb	all	18024	548.1115966310297	450.2382578125
PL	ana16wb	evening	3004	534.3200295283373	450.27638281250006
PL	ana16wb	jul26	504	493.83085410377697	409.596296875
PL	ana16wb	jul26_evening	84	547.8740813244048	486.51923437499994
PL	v3	all	18024	544.786514750967	446.05645000000004
PL	v3	evening	3004	526.3631258623918	441.852634375
PL	v3	jul26	504	459.7145504827452	398.6568171875001
PL	v3	jul26_evening	84	513.515396875	450.56093437499993
PT	v2	all	18024	467.7299927873946	376.975
PT	v2	evening	3004	438.4057215379494	342.66375
PT	v2	jul26	504	303.9239732142857	265.9549999999999
PT	v2	jul26_evening	84	322.73508928571425	282.475
PT	rec3	all	18024	460.82240415557044	366.1075
PT	rec3	evening	3004	434.2778670106524	343.40000000000003
PT	rec3	jul26	504	301.4952083333333	246.4774999999999
PT	rec3	jul26_evening	84	328.9407738095238	274.0899999999999
PT	d2	all	18024	465.52763787172654	374.2525
PT	d2	evening	3004	443.2740296271638	363.875
PT	d2	jul26	504	367.87037698412695	300.9175
PT	d2	jul26_evening	84	303.4069642857143	239.4525
PT	ana8	all	18024	490.36362308588554	387.985
PT	ana8	evening	3004	472.8019157789614	376.65875000000005
PT	ana8	jul26	504	385.0149454365079	312.4475
PT	ana8	jul26_evening	84	341.6707142857143	245.74124999999998
PT	ana8b	all	18024	441.4863353376054	357.57749999999993
PT	ana8b	evening	3004	416.3450158122503	339.4287499999999
PT	ana8b	jul26	504	356.4994543650793	301.91687499999983
PT	ana8b	jul26_evening	84	368.3790029761905	266.9681249999999
PT	ana16	all	18024	478.86253273413223	388.1825000000001
PT	ana16	evening	3004	472.9023710053263	387.45124999999996
PT	ana16	jul26	504	375.1378968253968	318.30875000000003
PT	ana16	jul26_evening	84	359.26627976190474	268.33124999999995
PT	ana16b	all	18024	437.1295139466822	355.0043750000001
PT	ana16b	evening	3004	413.57667152130495	337.349375
PT	ana16b	jul26	504	356.90279761904765	311.07624999999996
PT	ana16b	jul26_evening	84	363.1453273809524	304.8499999999999
PT	ana8w	all	18024	491.2907628023746	393.15250000000003
PT	ana8w	evening	3004	474.9126481358189	375.58
PT	ana8w	jul26	504	444.4113442460318	364.9700000000001
PT	ana8w	jul26_evening	84	453.11351190476205	289.03000000000003
PT	ana16w	all	18024	473.1118858882601	381.18125
PT	ana16w	evening	3004	460.83316245006654	369.54375000000005
PT	ana16w	jul26	504	441.27460813492064	358.0162499999999
PT	ana16w	jul26_evening	84	436.4287797619047	330.14374999999995
PT	anad2	all	18024	410.75520091267197	336.94875000000013
PT	anad2	evening	3004	397.0545976198402	324.5825
PT	anad2	jul26	504	332.24688988095244	269.20812500000005
PT	anad2	jul26_evening	84	278.1562351190476	227.7449999999999
PT	anad2w	all	18024	408.85122409703723	335.51625
PT	anad2w	evening	3004	394.75814414114507	325.379375
PT	anad2w	jul26	504	353.85890625	271.2825
PT	anad2w	jul26_evening	84	286.6910267857143	240.640625
PT	ana16wb	all	18024	437.1295139466822	355.0043750000001
PT	ana16wb	evening	3004	413.57667152130495	337.349375
PT	ana16wb	jul26	504	356.90279761904765	311.07624999999996
PT	ana16wb	jul26_evening	84	363.1453273809524	304.8499999999999
PT	v3	all	18024	440.2040106940745	357.6425
PT	v3	evening	3004	420.9344994174434	340.89750000000004
PT	v3	jul26	504	324.53884672619046	284.7624999999999
PT	v3	jul26_evening	84	323.4363095238095	254.59125000000006
RO	v2	all	18024	370.4078430183366	302.86406250000005
RO	v2	evening	3004	336.49067559504	281.1409625
RO	v2	jul26	504	329.71457371031744	264.38669375000006
RO	v2	jul26_evening	84	371.6952191964286	351.22555000000006
RO	rec3	all	18024	392.0462067521083	317.72055
RO	rec3	evening	3004	349.7426092210386	286.2435499999999
RO	rec3	jul26	504	368.74854875992065	297.4103
RO	rec3	jul26_evening	84	339.6520806547619	304.25668749999994
RO	d2	all	18024	413.97446095206396	327.67572499999994
RO	d2	evening	3004	369.2663875416112	294.151075
RO	d2	jul26	504	325.7402302579365	258.1851375
RO	d2	jul26_evening	84	253.42473571428567	184.74644999999998
RO	ana8	all	18024	367.5195402976587	304.03093750000005
RO	ana8	evening	3004	367.3054875624168	304.4184
RO	ana8	jul26	504	324.22061160714287	289.00296249999997
RO	ana8	jul26_evening	84	405.2201623511904	306.28245
RO	ana8b	all	18024	344.64321705261045	289.701390625
RO	ana8b	evening	3004	325.31077965004994	274.51191874999995
RO	ana8b	jul26	504	315.38092424355165	258.420496875
RO	ana8b	jul26_evening	84	391.0455944940476	369.16665000000006
RO	ana16	all	18024	363.1116973223202	303.170175
RO	ana16	evening	3004	364.57496747669774	307.48819999999995
RO	ana16	jul26	504	321.0469642113095	275.52753125
RO	ana16	jul26_evening	84	430.06665089285707	412.97686875000005
RO	ana16b	all	18024	344.6565815426653	291.80333125000004
RO	ana16b	evening	3004	326.8725880159787	272.03659375
RO	ana16b	jul26	504	320.68270536954367	270.7077093749999
RO	ana16b	jul26_evening	84	393.0814712797619	364.3893781250001
RO	ana8w	all	18024	372.5862053692299	311.6576000000001
RO	ana8w	evening	3004	369.86665588382164	303.77442499999995
RO	ana8w	jul26	504	335.2694111855159	293.1393562499999
RO	ana8w	jul26_evening	84	429.62069449404754	419.95788749999974
RO	ana16w	all	18024	368.16314096690525	316.55704999999995
RO	ana16w	evening	3004	370.612141398968	317.45500000000004
RO	ana16w	jul26	504	342.49767061011903	310.593825
RO	ana16w	jul26_evening	84	435.32439211309514	417.4312249999999
RO	anad2	all	18024	340.6557208739043	282.7712562500001
RO	anad2	evening	3004	321.0988681674434	258.9544875
RO	anad2	jul26	504	265.8564691840278	232.33422499999995
RO	anad2	jul26_evening	84	259.29073928571427	230.57952500000005
RO	anad2w	all	18024	342.93411333465104	288.78185625000003
RO	anad2w	evening	3004	322.1681526194241	269.99120000000005
RO	anad2w	jul26	504	273.13888773561507	241.5987812500001
RO	anad2w	jul26_evening	84	254.7273634672619	201.79361875
RO	ana16wb	all	18024	344.6565815426653	291.80333125000004
RO	ana16wb	evening	3004	326.8725880159787	272.03659375
RO	ana16wb	jul26	504	320.68270536954367	270.7077093749999
RO	ana16wb	jul26_evening	84	393.0814712797619	364.3893781250001
RO	v3	all	18024	345.169651653351	288.80453437499995
RO	v3	evening	3004	328.7938462653961	271.2109
RO	v3	jul26	504	311.25920787450394	260.981084375
RO	v3	jul26_evening	84	392.40396748511904	386.637715625
RS	v2	all	18000	154.7484090416667	122.99889999999994
RS	v2	evening	3000	116.59751728750001	86.86108750000002
RS	v2	jul26	504	158.69189660218254	146.04311874999996
RS	v2	jul26_evening	84	88.17470714285714	71.64211250000002
RS	rec3	all	18000	146.84408000833335	114.08492500000003
RS	rec3	evening	3000	113.684352775	82.98562499999997
RS	rec3	jul26	504	125.4413318452381	96.8849625
RS	rec3	jul26_evening	84	60.98208541666666	52.7494875
RS	d2	all	18000	122.90816810277776	90.63470000000004
RS	d2	evening	3000	93.79191375833332	63.424875000000014
RS	d2	jul26	504	82.24214047619047	55.07060000000002
RS	d2	jul26_evening	84	56.58846071428572	37.28192500000001
RS	ana8	all	18000	168.91845461666668	135.33159999999992
RS	ana8	evening	3000	132.74223429166665	100.78075000000004
RS	ana8	jul26	504	139.17868092757936	118.76765
RS	ana8	jul26_evening	84	131.87883883928575	103.01358125
RS	ana8b	all	18000	156.65866788854166	124.7750375
RS	ana8b	evening	3000	116.16678534999998	87.51208125000002
RS	ana8b	jul26	504	99.42509425843252	86.90995625
RS	ana8b	jul26_evening	84	55.56723906249998	46.10443125
RS	ana16	all	18000	165.00719703333334	131.05098749999996
RS	ana16	evening	3000	129.12021415416666	96.7873875
RS	ana16	jul26	504	98.5002162450397	84.41441874999998
RS	ana16	jul26_evening	84	101.79864761904764	86.39748125
RS	ana16b	all	18000	154.8311385006944	123.25684999999999
RS	ana16b	evening	3000	114.37769964166665	87.27430625
RS	ana16b	jul26	504	90.52009069940476	70.05331874999999
RS	ana16b	jul26_evening	84	52.23446183035714	43.12926562500006
RS	ana8w	all	18000	200.02509393819446	159.3886
RS	ana8w	evening	3000	156.06232672083334	125.10864374999997
RS	ana8w	jul26	504	104.93721587301586	86.5818
RS	ana8w	jul26_evening	84	124.93146205357144	109.77120625
