zone	cp	rule	n_days	mae_mw
CH	IT-NORTH	rec3	751	496.2607264413559
CH	AT	ana8	751	250.43140251565964
CH	DE_LU	ana8	751	505.50720045061104
CH	FR	ana8	751	438.786646034454
CH	IT-NORTH	ana8	751	511.8654856839631
CH	AT	ana8b	751	224.58287627030626
CH	DE_LU	ana8b	751	452.8821820702726
CH	FR	ana8b	751	387.82699679940634
CH	IT-NORTH	ana8b	751	470.3279725582903
CH	AT	ana16	751	243.5920233560808
CH	DE_LU	ana16	751	488.9520109571024
CH	FR	ana16	751	426.8392698624056
CH	IT-NORTH	ana16	751	498.9841065197514
CH	AT	ana16b	751	223.28335065686724
CH	DE_LU	ana16b	751	449.14252895553324
CH	FR	ana16b	751	385.1172228695074
CH	IT-NORTH	ana16b	751	469.5151991758627
CH	AT	v3	751	223.28335065686724
CH	DE_LU	v3	751	449.14252895553324
CH	FR	v3	751	385.1172228695074
CH	IT-NORTH	v3	751	469.5151991758627
