zone	cp	rule	n_days	mae_mw
HU	AT	ana8b	751	189.33609429614683
HU	HR	ana8b	751	140.03114250443855
HU	RO	ana8b	751	105.18589563568021
HU	RS	ana8b	751	80.99310231392865
HU	SI	ana8b	751	69.43600321793166
HU	SK	ana8b	751	246.40420106698016
HU	UA	ana8b	751	103.31880068589103
HU	UA_IPS	ana8b	751	103.31859395112073
HU	AT	ana16	751	195.12141719374168
HU	HR	ana16	751	151.1830178858744
HU	RO	ana16	751	114.82927745991456
HU	RS	ana16	751	87.43760515215824
HU	SI	ana16	751	80.50307463659566
HU	SK	ana16	751	253.68298903198513
HU	UA	ana16	751	117.87228124306479
HU	UA_IPS	ana16	751	117.87445261873059
HU	AT	ana16b	751	187.90204538566636
HU	HR	ana16b	751	139.66812203520308
HU	RO	ana16b	751	104.25832507351309
HU	RS	ana16b	751	80.83584751026409
HU	SI	ana16b	751	68.59588283850698
HU	SK	ana16b	751	245.96322841939914
HU	UA	ana16b	751	102.82582342120229
HU	UA_IPS	ana16b	751	102.82683907047549
HU	AT	v3	751	187.90204538566636
HU	HR	v3	751	139.66812203520308
HU	RO	v3	751	104.25832507351309
HU	RS	v3	751	80.83584751026409
HU	SI	v3	751	68.59588283850698
HU	SK	v3	751	245.96322841939914
HU	UA	v3	751	102.82582342120229
HU	UA_IPS	v3	751	102.82683907047549
LT	BY	v2	220	58.93733144968709
LT	LV	v2	751	137.96793952524996
LT	PL	v2	751	67.91958312527741
LT	RU_KGD	v2	220	5.264650238801054
LT	SE4	v2	751	150.8799065602441
LT	BY	rec3	220	47.663339920948616
LT	LV	rec3	751	144.82387006176606
LT	PL	rec3	751	72.76697334110075
LT	RU_KGD	rec3	220	5.80300302618577
LT	SE4	rec3	751	134.704095276841
LT	BY	ana8	220	60.84137845849803
LT	LV	ana8	751	144.25008794778114
LT	PL	ana8	751	85.91389383599645
LT	RU_KGD	ana8	220	5.392449203310277
LT	SE4	ana8	751	138.34689630219023
LT	BY	ana8b	220	54.087898988183476
